"","station","station_id","entry_exits_period","hourly_entries","hourly_exits"
"2015","PROSPECT PARK","D26","12:16",4372.25,2935.25
"2016","PROSPECT PARK","D26","16:20",4421.5,7269
"2017","PROSPECT PARK","D26","20:0",2306.5,5110.25
"2018","PROSPECT PARK","D26","4:8",1535.5,668
"2019","PROSPECT PARK","D26","8:12",8277,2133.5
"2020","QUEENS PLAZA","G21","0:4",1666.75,2068
"2021","QUEENS PLAZA","G21","12:16",6212.25,3404.5
"2022","QUEENS PLAZA","G21","16:20",7570.75,3257.75
"2023","QUEENS PLAZA","G21","4:8",1260,3691.25
"2024","QUEENS PLAZA","G21","8:12",3698.5,6899.5
"2025","QUEENSBORO PLZ","718","0:4",1218.75,528.5
"2026","QUEENSBORO PLZ","718","12:16",5149.25,1249
"2027","QUEENSBORO PLZ","718","16:20",9624.25,1590.25
"2028","QUEENSBORO PLZ","718","20:0",2507.5,1266.75
"2029","QUEENSBORO PLZ","718","4:8",970,900.75
"2030","QUEENSBORO PLZ","718","8:12",4746.5,2779.75
"2031","RALPH AVE","A49","0:4",1334.5,1649.25
"2032","RALPH AVE","A49","12:16",2789.5,1367.5
"2033","RALPH AVE","A49","16:20",2308.5,2399
"2034","RALPH AVE","A49","4:8",2708.5,460.25
"2035","RALPH AVE","A49","8:12",3668,962
"2036","RECTOR ST","139","0:4",475.75,664
"2037","RECTOR ST","139","12:16",5398,3527.75
"2038","RECTOR ST","139","16:20",10270.75,4195.25
"2039","RECTOR ST","139","20:0",2797,2137.75
"2040","RECTOR ST","139","4:8",342.5,624
"2041","RECTOR ST","139","8:12",4844.25,6798
"2042","RECTOR ST","R26","0:4",272.75,122.25
"2043","RECTOR ST","R26","12:16",2977.75,973
"2044","RECTOR ST","R26","16:20",6340,1006.5
"2045","RECTOR ST","R26","20:0",1446,458.5
"2046","RECTOR ST","R26","4:8",156.75,303.25
"2047","RECTOR ST","R26","8:12",1974.5,2657.75
"2048","ROCKAWAY AVE","253","0:4",292.75,887.5
"2049","ROCKAWAY AVE","253","12:16",2489.75,2116.75
"2050","ROCKAWAY AVE","253","16:20",2509.75,4415.25
"2051","ROCKAWAY AVE","253","20:0",1211.25,2472
"2052","ROCKAWAY AVE","253","4:8",1544,349.75
"2053","ROCKAWAY AVE","253","8:12",4556,1696
"2054","ROCKAWAY AVE","A50","0:4",1063.75,1612.75
"2055","ROCKAWAY AVE","A50","12:16",2395.5,1392
"2056","ROCKAWAY AVE","A50","16:20",1975.5,2564.75
"2057","ROCKAWAY AVE","A50","4:8",2786,463.25
"2058","ROCKAWAY AVE","A50","8:12",3276.25,793.5
"2059","ROCKAWAY BLVD","A61","0:4",1686,1258.5
"2060","ROCKAWAY BLVD","A61","12:16",3811.75,1393
"2061","ROCKAWAY BLVD","A61","16:20",3227.5,2770.75
"2062","ROCKAWAY BLVD","A61","4:8",6637.5,637.5
"2063","ROCKAWAY BLVD","A61","8:12",5804,938.75
"2064","ROCKAWAY PK 116","H15","0:4",126.5,306.5
"2065","ROCKAWAY PK 116","H15","12:16",350.75,368.5
"2066","ROCKAWAY PK 116","H15","16:20",240.5,658
"2067","ROCKAWAY PK 116","H15","4:8",504.5,197.5
"2068","ROCKAWAY PK 116","H15","8:12",275,269.25
"2069","ROCKAWAY PKY","L29","0:4",2699.25,1550.5
"2070","ROCKAWAY PKY","L29","12:16",5751.5,1149
"2071","ROCKAWAY PKY","L29","16:20",5342.5,2588
"2072","ROCKAWAY PKY","L29","4:8",7567,351.5
"2073","ROCKAWAY PKY","L29","8:12",8579.25,1026.25
"2074","ROOSEVELT AVE","710","0:4",2930,7804
"2075","ROOSEVELT AVE","710","12:16",20596.25,14294.5
"2076","ROOSEVELT AVE","710","16:20",24004.5,31576.75
"2077","ROOSEVELT AVE","710","20:0",12177.75,19389.75
"2078","ROOSEVELT AVE","710","4:8",9778.75,2936.5
"2079","ROOSEVELT AVE","710","8:12",37321.25,8234.5
"2080","ROOSEVELT IS","B06","0:4",293.25,773.5
"2081","ROOSEVELT IS","B06","12:16",3037,1795.5
"2082","ROOSEVELT IS","B06","16:20",3358.75,4166.75
"2083","ROOSEVELT IS","B06","20:0",1297,2958
"2084","ROOSEVELT IS","B06","4:8",467,612.75
"2085","ROOSEVELT IS","B06","8:12",4758.75,1733.25
"2086","SARATOGA AVE","252","0:4",284.25,305.25
"2087","SARATOGA AVE","252","12:16",2368.25,663.25
"2088","SARATOGA AVE","252","16:20",2128.25,1991.5
"2089","SARATOGA AVE","252","20:0",1096.5,1142.5
"2090","SARATOGA AVE","252","4:8",2320.5,179.5
"2091","SARATOGA AVE","252","8:12",4717.25,566
"2092","SENECA AVE","M06","0:4",330.75,1156.75
"2093","SENECA AVE","M06","12:16",1047.25,1187.5
"2094","SENECA AVE","M06","16:20",759.5,2548.75
"2095","SENECA AVE","M06","4:8",1621.25,165.25
"2096","SENECA AVE","M06","8:12",1889.25,487.5
"2097","SHEEPSHEAD BAY","D39","0:4",1934,4127
"2098","SHEEPSHEAD BAY","D39","12:16",5368.25,5077.25
"2099","SHEEPSHEAD BAY","D39","16:20",5356.75,11477
"2100","SHEEPSHEAD BAY","D39","4:8",7271.75,1771.25
"2101","SHEEPSHEAD BAY","D39","8:12",9175.25,3937.75
"2102","SHEPHERD AVE","A54","0:4",627.5,1097.75
"2103","SHEPHERD AVE","A54","12:16",1438.25,870
"2104","SHEPHERD AVE","A54","16:20",1064.25,1481
"2105","SHEPHERD AVE","A54","4:8",2149,306
"2106","SHEPHERD AVE","A54","8:12",2059.75,543.25
"2107","SIMPSON ST","217","0:4",2142.25,732.75
"2108","SIMPSON ST","217","12:16",6089,975
"2109","SIMPSON ST","217","16:20",4915,1150.75
"2110","SIMPSON ST","217","4:8",4048.5,217.25
"2111","SIMPSON ST","217","8:12",5188.75,572.5
"2112","SMITH-9 ST","F22","0:4",311.75,518
"2113","SMITH-9 ST","F22","12:16",2039,2071
"2114","SMITH-9 ST","F22","16:20",3311,3237.5
"2115","SMITH-9 ST","F22","20:0",1376.75,1870.25
"2116","SMITH-9 ST","F22","4:8",599.75,983.75
"2117","SMITH-9 ST","F22","8:12",2946.25,3449.25
"2118","SOUTH FERRY","140","0:4",2102.25,4290.5
"2119","SOUTH FERRY","140","12:16",8142,8890.5
"2120","SOUTH FERRY","140","16:20",10380.75,8436
"2121","SOUTH FERRY","140","4:8",4533,1595.25
"2122","SOUTH FERRY","140","8:12",7223.5,11543.75
"2123","SPRING ST","638","0:4",1310.25,540.25
"2124","SPRING ST","638","12:16",5527.5,8319.5
"2125","SPRING ST","638","16:20",11539,9078.25
"2126","SPRING ST","638","20:0",6157,3808
"2127","SPRING ST","638","4:8",427.25,823.25
"2128","SPRING ST","638","8:12",3299.5,7372.75
"2129","SPRING ST","A33","0:4",786.5,123.75
"2130","SPRING ST","A33","12:16",4848.25,1735.5
"2131","SPRING ST","A33","16:20",13754.25,1598
"2132","SPRING ST","A33","20:0",5169,681
"2133","SPRING ST","A33","4:8",305,231.25
"2134","SPRING ST","A33","8:12",2805.25,2212
"2135","ST LAWRENCE AVE","609","0:4",208.75,861.75
"2136","ST LAWRENCE AVE","609","12:16",1745.75,1217.5
"2137","ST LAWRENCE AVE","609","16:20",1555.5,3201.5
"2138","ST LAWRENCE AVE","609","20:0",721,1982.25
"2139","ST LAWRENCE AVE","609","4:8",1543,300.25
"2140","ST LAWRENCE AVE","609","8:12",3437.75,829.75
"2141","STEINWAY ST","G19","0:4",1060.75,1264.75
"2142","STEINWAY ST","G19","12:16",6401.25,4570
"2143","STEINWAY ST","G19","16:20",8987.25,8727.5
"2144","STEINWAY ST","G19","20:0",5055.25,5650.5
"2145","STEINWAY ST","G19","4:8",1529,654.25
"2146","STEINWAY ST","G19","8:12",9944.5,3900.75
"2147","STILLWELL AVE","D43","0:4",2864,5272
"2148","STILLWELL AVE","D43","12:16",7014.5,6678.75
"2149","STILLWELL AVE","D43","16:20",5505.25,8561.5
"2150","STILLWELL AVE","D43","4:8",5675,2265.25
"2151","STILLWELL AVE","D43","8:12",6619.75,4410.25
"2152","SUTPHIN BLVD","F04","0:4",702.75,1242.25
"2153","SUTPHIN BLVD","F04","12:16",2336.75,1165.25
"2154","SUTPHIN BLVD","F04","16:20",1772,2180
"2155","SUTPHIN BLVD","F04","4:8",2610.5,282.75
"2156","SUTPHIN BLVD","F04","8:12",2921.5,858
"2157","SUTTER AVE","L25","0:4",1187.5,1959
"2158","SUTTER AVE","L25","12:16",2090.5,1549.75
"2159","SUTTER AVE","L25","16:20",1995,2228.25
"2160","SUTTER AVE","L25","4:8",2440.25,544
"2161","SUTTER AVE","L25","8:12",2805,996.75
"2162","THIRTY THIRD ST","R27","0:4",5382.25,1214
"2163","THIRTY THIRD ST","R27","12:16",4976.5,9375.75
"2164","THIRTY THIRD ST","R27","16:20",14852.25,6049.25
"2165","THIRTY THIRD ST","R27","20:0",19623.25,5195.25
"2166","THIRTY THIRD ST","R27","4:8",2164.5,1206
"2167","THIRTY THIRD ST","R27","8:12",12953.25,16121
"2168","TREMONT AVE","D07","0:4",1510.75,2718.25
"2169","TREMONT AVE","D07","12:16",3702,2294.5
"2170","TREMONT AVE","D07","16:20",3258.25,4664.25
"2171","TREMONT AVE","D07","4:8",5426.5,952.5
"2172","TREMONT AVE","D07","8:12",5782.75,1680.75
"2173","UNION ST","R32","0:4",682.75,704.75
"2174","UNION ST","R32","12:16",2465.75,1940.25
"2175","UNION ST","R32","16:20",3641.25,4384.75
"2176","UNION ST","R32","20:0",2187.75,3224.5
"2177","UNION ST","R32","4:8",476.75,581.75
"2178","UNION ST","R32","8:12",5643,2205.5
"2179","UNION TPK-KEW G","F06","0:4",1914.25,4895.25
"2180","UNION TPK-KEW G","F06","12:16",12437.25,7338.25
"2181","UNION TPK-KEW G","F06","16:20",12428,16104.25
"2182","UNION TPK-KEW G","F06","20:0",6779.25,20891
"2183","UNION TPK-KEW G","F06","4:8",1871.25,1523.25
"2184","UNION TPK-KEW G","F06","8:12",22725.5,7717.75
"2185","UTICA AVE","A48","0:4",3681.5,6013.75
"2186","UTICA AVE","A48","12:16",6757.25,4792.25
"2187","UTICA AVE","A48","16:20",6428.75,9785.75
"2188","UTICA AVE","A48","4:8",6492.75,1610.5
"2189","UTICA AVE","A48","8:12",10512.5,3044.25
"2190","VAN ALSTON-21ST","G24","0:4",597,536.5
"2191","VAN ALSTON-21ST","G24","12:16",655.25,578
"2192","VAN ALSTON-21ST","G24","16:20",1255,646.75
"2193","VAN ALSTON-21ST","G24","4:8",250.5,819.5
"2194","VAN ALSTON-21ST","G24","8:12",425.75,1051.5
"2195","VAN SICLEN AVE","256","0:4",164,182.75
"2196","VAN SICLEN AVE","256","12:16",1339.5,334.75
"2197","VAN SICLEN AVE","256","16:20",1203.75,679
"2198","VAN SICLEN AVE","256","20:0",601.75,395.5
"2199","VAN SICLEN AVE","256","4:8",1040.75,93
"2200","VAN SICLEN AVE","256","8:12",2969.25,247.25
"2201","VAN SICLEN AVE","A53","0:4",665.75,1431.25
"2202","VAN SICLEN AVE","A53","12:16",1356,1345
"2203","VAN SICLEN AVE","A53","16:20",1107.75,2421.5
"2204","VAN SICLEN AVE","A53","4:8",1858.5,340.5
"2205","VAN SICLEN AVE","A53","8:12",1958,721.5
"2206","VAN SICLEN AVE","J23","0:4",523,1341.25
"2207","VAN SICLEN AVE","J23","12:16",1205,1409.25
"2208","VAN SICLEN AVE","J23","16:20",1019.5,2524.75
"2209","VAN SICLEN AVE","J23","4:8",1761.25,318
"2210","VAN SICLEN AVE","J23","8:12",1854.25,683.25
"2211","VAN WYCK BLVD","F05","0:4",121.25,323.5
"2212","VAN WYCK BLVD","F05","12:16",2107.75,585.25
"2213","VAN WYCK BLVD","F05","16:20",1743,1964.5
"2214","VAN WYCK BLVD","F05","20:0",639,1290.25
"2215","VAN WYCK BLVD","F05","4:8",1188.5,151.5
"2216","VAN WYCK BLVD","F05","8:12",4569,615
"2217","VERNON/JACKSON","721","0:4",873.75,1071.75
"2218","VERNON/JACKSON","721","12:16",5294.5,3582.75
"2219","VERNON/JACKSON","721","16:20",7158.5,8709.75
"2220","VERNON/JACKSON","721","20:0",3013.25,5693.75
"2221","VERNON/JACKSON","721","4:8",1286.5,1438
"2222","VERNON/JACKSON","721","8:12",12688.25,4000.75
"2223","W 4 ST-WASH SQ","A32","0:4",23072.25,11919.75
"2224","W 4 ST-WASH SQ","A32","12:16",16428.5,19249.75
"2225","W 4 ST-WASH SQ","A32","16:20",28751.25,27976.25
"2226","W 4 ST-WASH SQ","A32","4:8",3561.75,6549.5
"2227","W 4 ST-WASH SQ","A32","8:12",13240.25,20593.25
"2228","W 8 ST-AQUARIUM","D42","0:4",64.25,114.25
"2229","W 8 ST-AQUARIUM","D42","12:16",1193,944.75
"2230","W 8 ST-AQUARIUM","D42","16:20",991.5,669.25
"2231","W 8 ST-AQUARIUM","D42","20:0",251.5,282.5
"2232","W 8 ST-AQUARIUM","D42","4:8",342.75,76.5
"2233","W 8 ST-AQUARIUM","D42","8:12",1440.5,802.75
"2234","WAKEFIELD-241","201","0:4",1415,2660.25
"2235","WAKEFIELD-241","201","12:16",1861.75,1692.75
"2236","WAKEFIELD-241","201","16:20",3032.5,4464.25
"2237","WAKEFIELD-241","201","4:8",3135,1157
"2238","WAKEFIELD-241","201","8:12",2197.25,1444.75
"2239","WALL ST","230","0:4",1160,981
"2240","WALL ST","230","12:16",9025,7612.5
"2241","WALL ST","230","16:20",32870.25,6719.25
"2242","WALL ST","230","20:0",7245.25,3404.25
"2243","WALL ST","230","4:8",484.5,2851.75
"2244","WALL ST","230","8:12",5501,31942.25
"2245","WALL ST","419","0:4",1828.25,851.25
"2246","WALL ST","419","12:16",7147,12567
"2247","WALL ST","419","16:20",15419.75,6727.25
"2248","WALL ST","419","20:0",19857.5,4138.75
"2249","WALL ST","419","4:8",341.75,545.25
"2250","WALL ST","419","8:12",3628.75,13142.75
"2251","WASHINGTON-36 A","R06","0:4",355.5,997.5
"2252","WASHINGTON-36 A","R06","12:16",3016.25,1543.5
"2253","WASHINGTON-36 A","R06","16:20",4170.75,4387.25
"2254","WASHINGTON-36 A","R06","20:0",1617,2789.25
"2255","WASHINGTON-36 A","R06","4:8",1041.75,519.5
"2256","WASHINGTON-36 A","R06","8:12",5636.75,2161
"2257","WESTCHESTER SQ","604","0:4",305.5,742.25
"2258","WESTCHESTER SQ","604","12:16",3170.5,2290
"2259","WESTCHESTER SQ","604","16:20",4402.75,4006
"2260","WESTCHESTER SQ","604","20:0",1411.25,2484.5
"2261","WESTCHESTER SQ","604","4:8",1860.25,798
"2262","WESTCHESTER SQ","604","8:12",4365,3133.25
"2263","WHITEHALL ST","R27","0:4",2163.25,2850
"2264","WHITEHALL ST","R27","12:16",8038.75,6059.5
"2265","WHITEHALL ST","R27","16:20",13742,6641
"2266","WHITEHALL ST","R27","20:0",0,0
"2267","WHITEHALL ST","R27","4:8",2792.75,2773.5
"2268","WHITEHALL ST","R27","8:12",5482.75,11552.75
"2269","WHITLOCK AVE","612","0:4",104.25,219
"2270","WHITLOCK AVE","612","12:16",593.5,459.75
"2271","WHITLOCK AVE","612","16:20",736,1052.25
"2272","WHITLOCK AVE","612","20:0",258.75,560
"2273","WHITLOCK AVE","612","4:8",503.5,215
"2274","WHITLOCK AVE","612","8:12",1183.25,623.75
"2275","WILSON AVE","L20","0:4",312.25,1010.25
"2276","WILSON AVE","L20","12:16",2069.75,1275.75
"2277","WILSON AVE","L20","16:20",1989,3123
"2278","WILSON AVE","L20","20:0",1041.25,2371.75
"2279","WILSON AVE","L20","4:8",1045.25,373.25
"2280","WILSON AVE","L20","8:12",3676.25,1044
"2281","WOODHAVEN BLVD","G11","0:4",4940,4401.5
"2282","WOODHAVEN BLVD","G11","12:16",10844.25,9403.25
"2283","WOODHAVEN BLVD","G11","16:20",13086.75,11895.5
"2284","WOODHAVEN BLVD","G11","4:8",9496,1376.75
"2285","WOODHAVEN BLVD","G11","8:12",12758,4839.75
"2286","WOODHAVEN BLVD","J15","0:4",249.25,322.5
"2287","WOODHAVEN BLVD","J15","12:16",1753.5,990.25
"2288","WOODHAVEN BLVD","J15","16:20",1998,2176.25
"2289","WOODHAVEN BLVD","J15","20:0",994.5,1018.25
"2290","WOODHAVEN BLVD","J15","4:8",1363.25,265
"2291","WOODHAVEN BLVD","J15","8:12",3771.75,896.75
"2292","WOODLAWN ROAD","401","0:4",600.5,411.75
"2293","WOODLAWN ROAD","401","12:16",2627.25,1016.75
"2294","WOODLAWN ROAD","401","16:20",3792.75,2019.75
"2295","WOODLAWN ROAD","401","20:0",1750.25,1239.5
"2296","WOODLAWN ROAD","401","4:8",2548.25,242.75
"2297","WOODLAWN ROAD","401","8:12",4832,503
"2298","WORLD TRADE CTR","E01","0:4",610.25,526.5
"2299","WORLD TRADE CTR","E01","12:16",6854.75,3594.25
"2300","WORLD TRADE CTR","E01","16:20",14820.5,4280.25
"2301","WORLD TRADE CTR","E01","20:0",4078.25,1868.75
"2302","WORLD TRADE CTR","E01","4:8",597.5,1101
"2303","WORLD TRADE CTR","E01","8:12",4616,4665.75
"2304","YORK ST","F18","0:4",2199.25,1835.75
"2305","YORK ST","F18","12:16",3883.75,3051.75
"2306","YORK ST","F18","16:20",7678.5,3256.5
"2307","YORK ST","F18","4:8",1110.75,1473.25
"2308","YORK ST","F18","8:12",3601.5,5374.25
